rollrate,pitchrate,yawrate,ax,ay,az,beta,yawrate_noise,ax_noise,ay_noise,vx,vy,vz,betarate,pitch,roll,yaw
-0.0086078,0.0078871,0.22982,-1.0107,7.3009,-0.013031,-0.047229,0.24231,-0.9982,7.3134,31.847,-1.4989,-0.0040573,-0.0027314,0.009623,0.037779,-2.1629
-0.0084891,0.0078401,0.22878,-1.0066,7.2916,-0.013106,-0.047252,-0.17462,-1.41,6.8882,31.834,-1.499,-0.0041882,-0.0018701,0.009615,0.037716,-2.1606
-0.0083592,0.0077915,0.22768,-1.0022,7.2823,-0.012926,-0.047266,-0.69057,-1.9204,6.3641,31.82,-1.4988,-0.0043185,-0.00095614,0.0096071,0.037654,-2.1583
-0.0082219,0.0077403,0.22653,-0.99752,7.273,-0.012516,-0.04727,0.26637,-0.95768,7.3129,31.807,-1.4984,-0.0044459,5.86E-06,0.0095993,0.037593,-2.156
-0.0080801,0.0076859,0.22534,-0.99265,7.2637,-0.011906,-0.047265,1.1587,-0.059274,8.1971,31.794,-1.4976,-0.0045681,0.0010121,0.0095915,0.037533,-2.1538
-0.007936,0.0076273,0.22411,-0.98755,7.2548,-0.011018,-0.047249,0.3874,-0.82427,7.4181,31.78,-1.4965,-0.0046832,0.0020687,0.0095838,0.037474,-2.1515
-0.0077923,0.0075605,0.22285,-0.98209,7.2465,-0.0092927,-0.047223,0.60124,-0.6037,7.6249,31.767,-1.4951,-0.0047854,0.003173,0.009576,0.037417,-2.1493
-0.0076492,0.0074798,0.22157,-0.97625,7.2382,-0.0068478,-0.047185,0.13904,-1.0588,7.1556,31.754,-1.4933,-0.0048664,0.0042989,0.0095681,0.037361,-2.1471
-0.0075073,0.0073834,0.22027,-0.9701,7.2293,-0.0044605,-0.047136,0.68122,-0.50915,7.6902,31.741,-1.4912,-0.0049226,0.0054301,0.0095599,0.037307,-2.1448
-0.0073704,0.0072744,0.21895,-0.96377,7.2199,-0.0025841,-0.047076,-0.46423,-1.6469,6.5367,31.728,-1.4887,-0.0049573,0.0065654,0.0095513,0.037253,-2.1426
-0.0072425,0.0071582,0.21761,-0.95733,7.2102,-0.0012758,-0.047005,0.64914,-0.5258,7.6418,31.715,-1.4859,-0.0049762,0.0077082,0.0095422,0.037201,-2.1405
-0.0071266,0.0070393,0.21625,-0.95071,7.2004,-0.00042207,-0.046921,0.45156,-0.71541,7.4357,31.703,-1.4827,-0.0049844,0.0088587,0.0095325,0.03715,-2.1383
-0.0070253,0.0069205,0.21489,-0.94387,7.1904,0.00015868,-0.046827,0.1324,-1.0264,7.108,31.69,-1.4791,-0.0049855,0.010016,0.0095222,0.0371,-2.1361
-0.0069396,0.0068036,0.21352,-0.93686,7.1805,0.0006048,-0.046721,0.30242,-0.84797,7.2693,31.677,-1.4752,-0.0049816,0.011176,0.0095114,0.03705,-2.134
-0.0068693,0.00669,0.21215,-0.92981,7.1708,0.0012821,-0.046603,0.92342,-0.21855,7.8821,31.665,-1.4709,-0.004973,0.012349,0.0095,0.037001,-2.1319
-0.0068165,0.006588,0.21078,-0.92264,7.1618,0.0027552,-0.046473,0.22518,-0.90824,7.1762,31.652,-1.4662,-0.0049533,0.013546,0.0094882,0.036953,-2.1297
-0.0067759,0.0065052,0.2094,-0.91553,7.1523,0.0046079,-0.046331,0.60705,-0.51788,7.55,31.64,-1.4612,-0.0049163,0.014736,0.009476,0.036905,-2.1276
-0.0067447,0.0064338,0.20803,-0.90652,7.1421,0.0060031,-0.046178,-0.37297,-1.4875,6.5611,31.628,-1.4558,-0.0048628,0.015895,0.0094637,0.036857,-2.1256
-0.0067321,0.0063408,0.20667,-0.89166,7.1309,0.0067817,-0.046013,0.73554,-0.3628,7.6598,31.616,-1.4501,-0.0047984,0.017008,0.0094512,0.03681,-2.1235
-0.0067443,0.0061953,0.20535,-0.87031,7.119,0.0070274,-0.045837,1.0181,-0.057512,7.9318,31.604,-1.444,-0.004729,0.018079,0.0094381,0.036762,-2.1214
-0.0067828,0.0059757,0.20406,-0.84312,7.1067,0.0070012,-0.045651,-0.057246,-1.1044,6.8454,31.593,-1.4376,-0.0046588,0.019112,0.0094238,0.036713,-2.1194
-0.0068451,0.0056701,0.20281,-0.81115,7.0944,0.0070683,-0.045454,-0.24918,-1.2631,6.6424,31.582,-1.4309,-0.0045888,0.020121,0.0094075,0.036664,-2.1173
-0.0069252,0.0052754,0.20158,-0.77533,7.0826,0.0078029,-0.045248,-0.22797,-1.2049,6.653,31.571,-1.4239,-0.0045152,0.021122,0.0093881,0.036615,-2.1153
-0.0070157,0.0047952,0.20037,-0.73645,7.0706,0.0093092,-0.045032,0.50947,-0.42735,7.3797,31.56,-1.4166,-0.0044302,0.022109,0.009365,0.036564,-2.1133
-0.0071137,0.0042401,0.19916,-0.69499,7.0583,0.011383,-0.044805,-0.1401,-1.0343,6.719,31.55,-1.4091,-0.0043272,0.023082,0.0093372,0.036512,-2.1113
-0.0072132,0.0036258,0.19795,-0.65131,7.0461,0.013872,-0.044569,0.15458,-0.69467,7.0027,31.541,-1.4012,-0.0042013,0.024071,0.0093042,0.036459,-2.1093
-0.0073057,0.002956,0.19672,-0.60226,7.0342,0.0168,-0.044323,-0.43249,-1.2315,6.4049,31.532,-1.3931,-0.0040484,0.025092,0.0092652,0.036404,-2.1073
-0.0073846,0.0022255,0.19547,-0.5457,7.0225,0.020096,-0.044067,0.65647,-0.08471,7.4835,31.523,-1.3846,-0.0038642,0.026146,0.0092198,0.036349,-2.1054
-0.0074444,0.0014347,0.19421,-0.48223,7.011,0.023666,-0.0438,-0.14562,-0.82205,6.6712,31.515,-1.3759,-0.0036457,0.027234,0.0091674,0.036293,-2.1034
-0.0074836,0.00058916,0.19292,-0.41312,6.9988,0.027326,-0.043522,0.58384,-0.022199,7.3898,31.508,-1.3668,-0.0033907,0.028326,0.0091074,0.036236,-2.1015
-0.0075145,-0.00030233,0.19161,-0.33918,6.9859,0.031357,-0.043233,0.532,0.0012097,7.3263,31.502,-1.3574,-0.0030979,0.02941,0.0090393,0.036178,-2.0996
-0.0075432,-0.001217,0.19028,-0.26231,6.9729,0.036012,-0.042933,0.11608,-0.33651,6.8987,31.496,-1.3478,-0.0027614,0.030508,0.0089626,0.03612,-2.0977
-0.007572,-0.0021004,0.18892,-0.19125,6.9595,0.040479,-0.042622,0.32349,-0.056681,7.0941,31.492,-1.3378,-0.0023787,0.031617,0.0088776,0.036062,-2.0958
-0.0076014,-0.0028971,0.18752,-0.12921,6.9459,0.04428,-0.0423,0.043307,-0.27343,6.8016,31.487,-1.3275,-0.0019543,0.032739,0.0087847,0.036002,-2.0939
-0.0076348,-0.0035634,0.18606,-0.076334,6.9316,0.047074,-0.041967,0.021306,-0.24109,6.7669,31.484,-1.3169,-0.0014967,0.03387,0.0086851,0.035943,-2.092
-0.0076782,-0.0040687,0.18457,-0.031912,6.9166,0.048512,-0.041622,0.69792,0.48144,7.4299,31.481,-1.3059,-0.0010177,0.034992,0.0085803,0.035882,-2.0902
-0.0077392,-0.0043961,0.18305,0.004972,6.9005,0.048305,-0.041266,0.20158,0.0235,6.9191,31.478,-1.2946,-0.00053225,0.036086,0.008472,0.035821,-2.0883
-0.0078257,-0.0045414,0.18152,0.035082,6.8833,0.046231,-0.0409,-0.30954,-0.45598,6.3923,31.476,-1.283,-5.81E-05,0.037128,0.0083619,0.035758,-2.0865
-0.0079449,-0.0045126,0.18002,0.059499,6.8651,0.042272,-0.040523,0.88068,0.76016,7.5657,31.475,-1.2711,0.00038579,0.038096,0.008252,0.035694,-2.0847
-0.008102,-0.0043275,0.17856,0.079175,6.8458,0.036555,-0.040138,-0.29031,-0.38969,6.3769,31.473,-1.2589,0.0007812,0.038972,0.0081438,0.035629,-2.0829
-0.0082986,-0.0040097,0.17717,0.094909,6.8257,0.029277,-0.039744,0.36622,0.28396,7.0148,31.472,-1.2465,0.0011115,0.039735,0.0080387,0.035561,-2.0812
-0.0085284,-0.0035861,0.17589,0.10737,6.8054,0.020727,-0.039343,-0.20175,-0.27027,6.4278,31.47,-1.2338,0.0013623,0.040383,0.007938,0.035491,-2.0794
-0.0087795,-0.0030832,0.17472,0.11695,6.7853,0.011286,-0.038936,0.035354,-0.022415,6.6459,31.469,-1.221,0.0015229,0.040907,0.0078425,0.035419,-2.0776
-0.0090404,-0.0025258,0.17369,0.12412,6.7654,0.0013267,-0.038525,0.3516,0.30202,6.9433,31.468,-1.208,0.0015863,0.041293,0.0077528,0.035343,-2.0759
-0.0092971,-0.0019367,0.17282,0.12948,6.746,-0.0087426,-0.038111,0.6423,0.59895,7.2154,31.468,-1.195,0.0015491,0.041534,0.0076693,0.035265,-2.0742
-0.0095369,-0.0013353,0.17212,0.13343,6.7271,-0.018533,-0.037695,0.019712,-0.01898,6.5747,31.467,-1.1818,0.0014124,0.041623,0.0075922,0.035184,-2.0724
-0.0097457,-0.00073701,0.17159,0.13625,6.709,-0.027713,-0.037279,0.32198,0.28665,6.8594,31.466,-1.1687,0.0011806,0.041566,0.0075215,0.0351,-2.0707
-0.0099102,-0.00015352,0.17123,0.13818,6.6919,-0.035946,-0.036864,0.072236,0.039186,6.593,31.466,-1.1556,0.00086144,0.041366,0.007457,0.035015,-2.069
-0.010019,0.00040771,0.17105,0.13941,6.676,-0.042944,-0.036452,0.1785,0.14685,6.6834,31.465,-1.1426,0.00046598,0.041025,0.0073984,0.034928,-2.0673
-0.010063,0.00094267,0.17104,0.14007,6.6611,-0.04853,-0.036044,-0.3622,-0.39317,6.1278,31.465,-1.1297,7.51E-06,0.040549,0.0073455,0.03484,-2.0656
-0.010043,0.0014491,0.1712,0.14026,6.6457,-0.052798,-0.035642,0.11232,0.081391,6.5868,31.464,-1.1171,-0.0005001,0.039887,0.007298,0.034752,-2.0639
-0.0099688,0.0019268,0.17154,0.1401,6.6308,-0.055438,-0.035248,0.83678,0.80534,7.2961,31.464,-1.1046,-0.0010424,0.039062,0.0072554,0.034664,-2.0622
-0.009841,0.002378,0.17205,0.13963,6.6169,-0.056579,-0.034862,-0.20219,-0.23461,6.2426,31.463,-1.0924,-0.0016036,0.038096,0.0072175,0.034578,-2.0605
-0.0096637,0.0028049,0.17272,0.13894,6.6035,-0.056397,-0.034487,-0.4091,-0.44288,6.0216,31.463,-1.0806,-0.0021693,0.036985,0.0071839,0.034493,-2.0587
-0.0094401,0.0032086,0.17354,0.13811,6.591,-0.055034,-0.034123,0.87751,0.84208,7.2949,31.462,-1.0691,-0.0027273,0.035752,0.0071543,0.03441,-2.057
-0.0091739,0.0035903,0.1745,0.13718,6.5792,-0.052585,-0.033773,0.69597,0.65865,7.1007,31.462,-1.058,-0.003266,0.034405,0.0071285,0.034329,-2.0553
-0.0088712,0.0039648,0.17559,0.13225,6.5681,-0.049393,-0.033436,0.52729,0.48396,6.9199,31.461,-1.0474,-0.0037759,0.032949,0.0071063,0.034251,-2.0535
-0.0085335,0.0044116,0.17677,0.10774,6.5581,-0.0462,-0.033115,-0.47689,-0.54592,5.9044,31.46,-1.0372,-0.0042537,0.031409,0.0070878,0.034177,-2.0518
-0.0081572,0.0050153,0.17802,0.058863,6.5492,-0.043162,-0.032809,0.8732,0.75404,7.2444,31.46,-1.0275,-0.0047001,0.029815,0.0070741,0.034106,-2.05
-0.0077483,0.0058268,0.17934,-0.0093981,6.5412,-0.040496,-0.032519,-0.087888,-0.27662,6.2739,31.458,-1.0183,-0.0051179,0.028159,0.0070673,0.034039,-2.0482
-0.007314,0.0068333,0.18073,-0.085059,6.5336,-0.038423,-0.032247,-0.36065,-0.62644,5.9922,31.456,-1.0097,-0.0055117,0.026429,0.0070692,0.033976,-2.0464
-0.0068697,0.0080055,0.18224,-0.16518,6.5261,-0.037398,-0.031992,-0.13201,-0.47943,6.2119,31.453,-1.0015,-0.0058896,0.024583,0.0070816,0.033918,-2.0446
-0.0064281,0.0093115,0.18387,-0.25005,6.5187,-0.037768,-0.031756,0.34327,-0.09065,6.6781,31.449,-0.99393,-0.0062642,0.02261,0.007106,0.033865,-2.0427
-0.0060003,0.010699,0.18564,-0.33484,6.5116,-0.039081,-0.031541,0.47751,-0.042976,6.8035,31.444,-0.98697,-0.0066478,0.020501,0.0071435,0.033816,-2.0409
-0.0055964,0.012099,0.18758,-0.41628,6.5048,-0.041037,-0.031348,0.28403,-0.31983,6.6013,31.438,-0.98067,-0.0070475,0.018248,0.0071944,0.033771,-2.039
-0.0052233,0.013473,0.18969,-0.49746,6.4985,-0.043367,-0.031178,0.07167,-0.61548,6.3805,31.432,-0.97507,-0.0074695,0.01585,0.0072585,0.033731,-2.0371
-0.0048781,0.014753,0.19196,-0.57118,6.493,-0.04528,-0.031033,0.99803,0.2349,7.2991,31.425,-0.97022,-0.007913,0.01333,0.0073354,0.033694,-2.0352
-0.0045627,0.015882,0.19439,-0.63638,6.4881,-0.046509,-0.030913,-0.09316,-0.92393,6.2006,31.417,-0.96616,-0.0083725,0.010686,0.0074236,0.033661,-2.0333
-0.0042747,0.016822,0.19697,-0.69372,6.4842,-0.046571,-0.030821,0.24597,-0.64472,6.5331,31.408,-0.96293,-0.0088389,0.0079396,0.0075214,0.033632,-2.0313
-0.0040069,0.017551,0.19968,-0.74441,6.4814,-0.045095,-0.030756,-0.12188,-1.066,6.1598,31.399,-0.96055,-0.0092985,0.0051262,0.0076266,0.033605,-2.0293
-0.0037462,0.018066,0.20249,-0.78964,6.4804,-0.041904,-0.03072,0.3906,-0.60153,6.6685,31.39,-0.95905,-0.0097349,0.0022851,0.0077373,0.033582,-2.0273
-0.0034658,0.018377,0.20536,-0.83048,6.4819,-0.036859,-0.030712,-0.65827,-1.6941,5.6182,31.379,-0.95842,-0.01013,-0.00052053,0.0078511,0.033562,-2.0253
-0.0031529,0.018505,0.20826,-0.86784,6.4853,-0.030001,-0.030731,0.50356,-0.57255,6.7806,31.369,-0.95865,-0.010466,-0.0032835,0.0079662,0.033545,-2.0232
-0.0028038,0.018476,0.21116,-0.90257,6.4901,-0.021551,-0.030778,-0.28189,-1.3956,5.9971,31.358,-0.95973,-0.010725,-0.0059918,0.0080808,0.033532,-2.0211
-0.0024247,0.018323,0.21403,-0.93553,6.4956,-0.011801,-0.030852,0.16798,-0.98158,6.4495,31.347,-0.96164,-0.010892,-0.0086326,0.0081935,0.033523,-2.019
-0.0020314,0.018079,0.21682,-0.96769,6.501,-0.0011398,-0.030952,-0.25713,-1.4416,6.0271,31.335,-0.96435,-0.010958,-0.011196,0.0083033,0.033519,-2.0168
-0.0016481,0.017776,0.21951,-0.99975,6.5058,0.010017,-0.031077,-0.33439,-1.5536,5.9519,31.323,-0.96784,-0.010913,-0.013671,0.0084093,0.033518,-2.0146
-0.0013008,0.017445,0.22205,-1.0322,6.5094,0.021225,-0.031226,-0.62284,-1.8771,5.6645,31.311,-0.97208,-0.010757,-0.01604,0.0085114,0.033522,-2.0124
-0.0010088,0.017111,0.22443,-1.0654,6.512,0.032071,-0.031399,-0.21097,-1.5008,6.0766,31.298,-0.97703,-0.01049,-0.018277,0.0086092,0.03353,-2.0102
-0.0007843,0.016795,0.22662,-1.0997,6.5136,0.04212,-0.031593,0.32148,-1.0048,6.6084,31.285,-0.98264,-0.010119,-0.020363,0.008703,0.033541,-2.0079
-0.00063341,0.016513,0.22863,-1.1355,6.5141,0.05104,-0.031806,0.4493,-0.91482,6.7348,31.272,-0.98887,-0.009652,-0.022291,0.008793,0.033554,-2.0056
-0.00056757,0.016276,0.23043,-1.1737,6.5135,0.058532,-0.032039,0.92234,-0.48176,7.2054,31.258,-0.99565,-0.009103,-0.024057,0.0088798,0.033568,-2.0033
-0.00058967,0.016096,0.23202,-1.2149,6.5123,0.06439,-0.032288,0.52044,-0.92651,6.8007,31.244,-1.0029,-0.0084872,-0.02564,0.0089639,0.033583,-2.001
-0.00069886,0.015979,0.23341,-1.2595,6.5095,0.068358,-0.032552,-0.72737,-2.2203,5.5488,31.229,-1.0107,-0.0078218,-0.027072,0.009046,0.033598,-1.9987
-0.00090399,0.015928,0.23462,-1.3076,6.5053,0.070545,-0.032829,-0.22549,-1.7678,6.0452,31.214,-1.0188,-0.0071261,-0.028377,0.0091267,0.033611,-1.9963
-0.0011988,0.015946,0.23566,-1.3593,6.5006,0.070963,-0.033119,0.17234,-1.4226,6.4373,31.198,-1.0273,-0.0064173,-0.029532,0.0092069,0.033622,-1.994
-0.0015713,0.016031,0.23654,-1.4146,6.4956,0.069615,-0.03342,-0.89343,-2.5445,5.3656,31.182,-1.0361,-0.0057132,-0.030545,0.0092873,0.03363,-1.9916
-0.0020061,0.01618,0.23728,-1.474,6.4902,0.066654,-0.03373,0.09731,-1.614,6.3503,31.165,-1.0452,-0.0050308,-0.031425,0.0093685,0.033634,-1.9892
-0.002486,0.016394,0.23788,-1.5383,6.4848,0.062272,-0.034049,-0.027591,-1.8038,6.2193,31.147,-1.0545,-0.0043853,-0.032181,0.0094513,0.033634,-1.9869
-0.0029912,0.016673,0.23837,-1.6076,6.4794,0.056693,-0.034374,0.38699,-1.459,6.628,31.129,-1.064,-0.0037897,-0.032818,0.0095364,0.033629,-1.9845
-0.0035024,0.017016,0.23875,-1.6818,6.4742,0.05016,-0.034705,0.48867,-1.4318,6.7241,31.11,-1.0736,-0.003255,-0.033349,0.0096245,0.03362,-1.9821
-0.0040048,0.017421,0.23904,-1.7606,6.4691,0.042908,-0.035041,0.64148,-1.3582,6.8716,31.09,-1.0834,-0.0027893,-0.033794,0.0097163,0.033605,-1.9797
-0.0044865,0.017886,0.23926,-1.8439,6.464,0.035159,-0.035381,0.14942,-1.9337,6.3742,31.07,-1.0932,-0.0023987,-0.03417,0.0098123,0.033586,-1.9773
-0.0049402,0.018406,0.23942,-1.9311,6.4583,0.027241,-0.035724,0.13489,-2.0357,6.3538,31.048,-1.1031,-0.002087,-0.034506,0.0099133,0.033563,-1.9749
-0.0053684,0.01898,0.23954,-2.0229,6.4517,0.019267,-0.036071,0.88796,-1.3745,7.1001,31.026,-1.1131,-0.0018545,-0.034838,0.01002,0.033535,-1.9725
-0.0057716,0.019605,0.23963,-2.1191,6.4448,0.011374,-0.036421,1.0608,-1.298,7.2659,31.002,-1.1231,-0.0017015,-0.035153,0.010132,0.033504,-1.9701
-0.0061498,0.020277,0.2397,-2.2194,6.4374,0.0037899,-0.036774,0.068456,-2.3906,6.2661,30.978,-1.1331,-0.001626,-0.035466,0.010251,0.033468,-1.9677
-0.0065074,0.02099,0.23976,-2.3229,6.4285,-0.0032995,-0.037131,0.30911,-2.2536,6.4979,30.953,-1.1432,-0.0016241,-0.035812,0.010377,0.03343,-1.9653
-0.0068579,0.021736,0.23979,-2.4292,6.4183,-0.0098405,-0.037491,-0.19161,-2.8606,5.9869,30.926,-1.1534,-0.0016902,-0.036188,0.010511,0.033388,-1.9629
-0.0072081,0.022503,0.23982,-2.5375,6.4072,-0.015781,-0.037855,0.25715,-2.5202,6.4246,30.899,-1.1636,-0.0018188,-0.036581,0.010652,0.033343,-1.9605
-0.0075633,0.02328,0.23984,-2.6475,6.3952,-0.021007,-0.038223,0.58216,-2.3052,6.7375,30.87,-1.1739,-0.0020033,-0.036998,0.010801,0.033295,-1.9581
-0.0079337,0.024059,0.23986,-2.7587,6.381,-0.025259,-0.038595,-0.026018,-3.0246,6.1151,30.84,-1.1842,-0.0022352,-0.037483,0.010957,0.033244,-1.9557
-0.0083326,0.024828,0.23989,-2.8699,6.3651,-0.028667,-0.038973,0.29813,-2.8117,6.4234,30.809,-1.1947,-0.0025054,-0.038024,0.011122,0.033189,-1.9533
-0.0087687,0.025574,0.23992,-2.981,6.3472,-0.031407,-0.039356,0.25557,-2.9653,6.3629,30.777,-1.2052,-0.002806,-0.038632,0.011294,0.03313,-1.9509
-0.0092628,0.026281,0.23997,-3.0913,6.3263,-0.033272,-0.039746,-0.039395,-3.3707,6.0469,30.744,-1.2159,-0.0031303,-0.039359,0.011474,0.033068,-1.9485
-0.0098243,0.026937,0.24004,-3.2001,6.3036,-0.03403,-0.040144,-0.0013532,-3.4415,6.0622,30.709,-1.2268,-0.0034678,-0.040154,0.011661,0.033,-1.946
-0.010478,0.02753,0.24013,-3.3067,6.2773,-0.033843,-0.04055,1.0809,-2.466,7.118,30.674,-1.2378,-0.0038075,-0.04109,0.011854,0.032927,-1.9436
-0.01123,0.028047,0.24023,-3.4109,6.2487,-0.032995,-0.040966,-0.2087,-3.8598,5.7998,30.637,-1.2491,-0.0041422,-0.042095,0.012053,0.032847,-1.9412
-0.012074,0.028477,0.24032,-3.5122,6.2185,-0.031347,-0.041393,0.01786,-3.7346,5.996,30.599,-1.2606,-0.0044645,-0.043137,0.012256,0.03276,-1.9388
-0.012995,0.028811,0.2404,-3.6097,6.1863,-0.028724,-0.04183,-0.43239,-4.2825,5.5135,30.561,-1.2723,-0.0047654,-0.044212,0.012464,0.032664,-1.9364
-0.013977,0.029041,0.24044,-3.7031,6.1536,-0.02546,-0.042277,0.19776,-3.7458,6.1109,30.521,-1.2843,-0.0050368,-0.045271,0.012675,0.03256,-1.934
-0.014992,0.02916,0.24045,-3.7913,6.1206,-0.021362,-0.042736,0.41787,-3.6139,6.298,30.481,-1.2966,-0.0052716,-0.046291,0.012888,0.032446,-1.9316
-0.01601,0.029163,0.24043,-3.8738,6.0872,-0.016544,-0.043204,0.0046937,-4.1095,5.8515,30.439,-1.3091,-0.0054613,-0.047272,0.013102,0.032322,-1.9292
-0.017002,0.029047,0.24036,-3.9514,6.055,-0.011287,-0.043681,0.39446,-3.7973,6.2091,30.397,-1.3218,-0.0056008,-0.048163,0.013315,0.032189,-1.9268
-0.01793,0.028813,0.24025,-4.0229,6.0237,-0.0054969,-0.044167,-0.083215,-4.3464,5.7003,30.354,-1.3346,-0.0056853,-0.048962,0.013527,0.032046,-1.9243
-0.018763,0.028466,0.2401,-4.0905,5.9941,0.00067906,-0.04466,0.80725,-3.5234,6.5613,30.31,-1.3477,-0.0057096,-0.049655,0.013737,0.031895,-1.9219
-0.019465,0.02801,0.23989,-4.1531,5.967,0.007116,-0.04516,0.22592,-4.1671,5.953,30.266,-1.3608,-0.0056709,-0.050205,0.013943,0.031737,-1.9195
-0.020007,0.027453,0.23964,-4.2098,5.9409,0.013623,-0.045664,0.58767,-3.8617,6.289,30.22,-1.374,-0.0055671,-0.050655,0.014144,0.031573,-1.9171
-0.020382,0.026798,0.23937,-4.2607,5.9163,0.020101,-0.046173,1.2145,-3.2856,6.8914,30.175,-1.3873,-0.0053986,-0.05103,0.01434,0.031406,-1.9147
-0.020568,0.026055,0.23907,-4.3062,5.8955,0.026551,-0.046685,0.43487,-4.1104,6.0913,30.129,-1.4006,-0.0051653,-0.051249,0.014529,0.031235,-1.9123
-0.020534,0.025233,0.23878,-4.3468,5.8791,0.03275,-0.047198,0.83506,-3.7505,6.4753,30.082,-1.4139,-0.0048687,-0.051304,0.014711,0.031064,-1.9099
-0.020255,0.024343,0.23848,-4.3824,5.8673,0.038637,-0.04771,0.35076,-4.2701,5.9796,30.035,-1.4272,-0.0045115,-0.051195,0.014885,0.030896,-1.9075
-0.019707,0.023397,0.2382,-4.4134,5.8607,0.044111,-0.048221,0.09935,-4.5522,5.7218,29.988,-1.4403,-0.0040976,-0.050915,0.01505,0.030731,-1.9051
-0.018897,0.022407,0.23794,-4.4397,5.8575,0.049217,-0.048728,-0.17484,-4.8525,5.4448,29.94,-1.4532,-0.0036307,-0.050536,0.015206,0.030574,-1.9028
-0.017842,0.021386,0.2377,-4.4616,5.8573,0.053729,-0.049231,0.065619,-4.6337,5.6852,29.892,-1.466,-0.0031156,-0.050072,0.015352,0.030427,-1.9004
-0.016565,0.020344,0.23747,-4.4791,5.8597,0.057649,-0.049729,0.75543,-3.9611,6.3777,29.844,-1.4786,-0.0025584,-0.04953,0.015489,0.030291,-1.898
-0.015086,0.019159,0.23725,-4.4937,5.8674,0.061031,-0.050221,0.62297,-4.108,6.2531,29.795,-1.4909,-0.0019647,-0.0488,0.015615,0.03017,-1.8956
-0.013394,0.017784,0.23696,-4.5034,5.8816,0.063708,-0.050704,-0.22577,-4.9662,5.4189,29.747,-1.5029,-0.0013406,-0.047761,0.015728,0.030064,-1.8932
-0.011489,0.016272,0.23655,-4.507,5.9016,0.065789,-0.051174,0.15039,-4.5931,5.8154,29.698,-1.5145,-0.00069291,-0.046386,0.015827,0.029977,-1.8909
-0.0093818,0.014668,0.23597,-4.5038,5.9265,0.067384,-0.051629,-0.34529,-5.0851,5.3453,29.649,-1.5256,-2.69E-05,-0.044647,0.015911,0.02991,-1.8885
-0.0070911,0.01302,0.23516,-4.4945,5.9559,0.068503,-0.052065,0.37227,-4.3574,6.0931,29.601,-1.5361,0.0006528,-0.042518,0.015979,0.029865,-1.8861
-0.0046448,0.011372,0.23409,-4.4786,5.989,0.069186,-0.052477,0.66743,-4.0453,6.4224,29.552,-1.5459,0.0013414,-0.039981,0.016031,0.029844,-1.8838
-0.0020809,0.0097663,0.23271,-4.4568,6.0253,0.069223,-0.052862,-0.1015,-4.791,5.691,29.504,-1.5549,0.0020337,-0.037015,0.016067,0.029848,-1.8815
0.00055702,0.0082425,0.23099,-4.4286,6.0637,0.068608,-0.053214,-1.0194,-5.6791,4.8133,29.456,-1.5628,0.0027233,-0.033618,0.016088,0.029877,-1.8791
0.0031913,0.0069739,0.22894,-4.3956,6.0977,0.067225,-0.053532,0.54053,-4.084,6.4093,29.408,-1.5698,0.0034029,-0.03004,0.016095,0.029933,-1.8768
0.0056899,0.0060057,0.22666,-4.3633,6.1261,0.064973,-0.053813,1.6608,-2.9291,7.5603,29.361,-1.5757,0.0040647,-0.026433,0.016091,0.030014,-1.8745
0.0079437,0.0053151,0.22421,-4.3343,6.1497,0.061564,-0.054059,0.46392,-4.0946,6.3894,29.314,-1.5805,0.0046982,-0.02285,0.01608,0.030119,-1.8723
0.009866,0.0048757,0.22169,-4.309,6.1692,0.056861,-0.054269,0.35516,-4.1756,6.3026,29.267,-1.5842,0.0052912,-0.019348,0.016063,0.030244,-1.8701
0.01139,0.0046549,0.21915,-4.2873,6.1844,0.050878,-0.054444,0.34618,-4.1603,6.3114,29.221,-1.587,0.0058308,-0.015994,0.016044,0.030386,-1.8679
0.012464,0.0046142,0.21667,-4.2676,6.195,0.043668,-0.054588,0.64584,-3.8384,6.6242,29.175,-1.5887,0.0063044,-0.012855,0.016023,0.030541,-1.8657
0.013069,0.0047089,0.21428,-4.2496,6.2023,0.035242,-0.054701,1.1479,-3.316,7.1359,29.129,-1.5896,0.0066997,-0.0099309,0.016004,0.030703,-1.8635
0.013216,0.0048906,0.21202,-4.2311,6.2072,0.025831,-0.054786,0.89388,-3.5492,6.889,29.083,-1.5896,0.0070058,-0.007223,0.015986,0.030869,-1.8614
0.012937,0.0051151,0.20993,-4.212,6.2105,0.015679,-0.054845,0.12261,-4.2993,6.1232,29.037,-1.5889,0.0072137,-0.0047263,0.015971,0.031034,-1.8593
0.012289,0.0053459,0.20804,-4.1923,6.2131,0.005137,-0.05488,0.21576,-4.1846,6.2208,28.992,-1.5874,0.0073179,-0.0024391,0.015958,0.031194,-1.8572
0.011339,0.0055545,0.20635,-4.1723,6.2159,-0.0054437,-0.054893,0.31652,-4.0622,6.326,28.947,-1.5853,0.0073162,-0.00034875,0.015948,0.031345,-1.8551
0.010167,0.0057222,0.20489,-4.1522,6.2193,-0.015642,-0.054886,-0.17724,-4.5344,5.8372,28.902,-1.5827,0.0072104,0.0015503,0.01594,0.031486,-1.8531
0.0088919,0.0058421,0.20371,-4.1581,6.2389,-0.021217,-0.054861,0.72148,-3.6404,6.7567,28.857,-1.5795,0.0070105,0.0035773,0.015933,0.031614,-1.851
