rollrate,pitchrate,yawrate,ax,ay,az,beta,yawrate_noise,ax_noise,ay_noise,vx,vy,vz,betarate,pitch,roll,yaw
0.043006,-0.0050541,-0.15203,0.44921,-4.283,0.10083,0.0158,0.51502,1.1163,-3.6159,23.646,0.36849,0.14135,-0.029774,0.00062202,-0.014753,-6.8773
0.041893,-0.0054913,-0.14958,0.45099,-4.2099,0.10502,0.015506,0.13155,0.73211,-3.9288,23.65,0.36168,0.14239,-0.029129,0.0005472,-0.01433,-6.8788
0.040773,-0.0057081,-0.14702,0.45269,-4.1399,0.10334,0.015217,0.61381,1.2135,-3.3791,23.654,0.355,0.14343,-0.028692,0.00047007,-0.013917,-6.8803
0.039675,-0.0057092,-0.1444,0.45405,-4.0718,0.10124,0.014932,0.10641,0.70486,-3.821,23.658,0.34841,0.14445,-0.028399,0.00039283,-0.013516,-6.8818
0.038604,-0.0055282,-0.14178,0.455,-4.0066,0.10123,0.014649,-0.20885,0.38794,-4.0737,23.662,0.34187,0.14546,-0.02822,0.00031746,-0.013125,-6.8832
0.037527,-0.0052114,-0.13918,0.45563,-3.9445,0.10332,0.014367,0.08188,0.67669,-3.7234,23.666,0.33535,0.14648,-0.02815,0.0002455,-0.012745,-6.8846
0.036424,-0.0048017,-0.13664,0.45603,-3.8848,0.10656,0.014086,-1.5517,-0.95908,-5.2999,23.67,0.32885,0.14753,-0.028131,0.00017805,-0.012375,-6.886
0.035279,-0.0043303,-0.13417,0.45626,-3.8272,0.10981,0.013804,0.070709,0.66114,-3.6223,23.675,0.32234,0.14861,-0.028128,0.00011584,-0.012017,-6.8873
0.034084,-0.0038186,-0.13178,0.45642,-3.7716,0.11234,0.013523,-0.06941,0.5188,-3.7093,23.679,0.31583,0.14972,-0.028121,5.93E-05,-0.01167,-6.8887
0.032835,-0.0032789,-0.1295,0.4565,-3.7183,0.11395,0.013242,0.021208,0.60721,-3.5676,23.683,0.30931,0.15086,-0.028105,8.80E-06,-0.011335,-6.89
0.031534,-0.0027171,-0.12734,0.45643,-3.6672,0.11477,0.012961,0.22575,0.80951,-3.3141,23.687,0.3028,0.152,-0.02807,-3.55E-05,-0.011013,-6.8912
0.030186,-0.0021386,-0.1253,0.45671,-3.6177,0.11436,0.012681,1.0202,1.6022,-2.4722,23.691,0.29631,0.15315,-0.02798,-7.35E-05,-0.010705,-6.8925
0.028771,-0.0015903,-0.12342,0.45515,-3.5658,0.10575,0.012403,-0.69404,-0.11547,-4.1364,23.695,0.28985,0.15426,-0.027615,-0.00010525,-0.01041,-6.8938
0.027346,-0.0012013,-0.12176,0.45338,-3.5146,0.085751,0.012129,-0.46369,0.11146,-3.8565,23.7,0.28351,0.15522,-0.027038,-0.0001316,-0.010129,-6.895
0.026004,-0.0010556,-0.12031,0.45267,-3.4671,0.063947,0.011862,0.16472,0.7377,-3.1821,23.704,0.2773,0.15597,-0.026423,-0.00015477,-0.0098622,-6.8962
0.024748,-0.0011354,-0.11904,0.45236,-3.4237,0.046073,0.011601,-0.73749,-0.16609,-4.0421,23.708,0.27122,0.15651,-0.025812,-0.00017721,-0.0096083,-6.8974
0.023545,-0.0013833,-0.11793,0.45255,-3.3844,0.033452,0.011346,-0.43052,0.13996,-3.697,23.712,0.26528,0.15691,-0.02522,-0.00020092,-0.0093666,-6.8986
0.022362,-0.0017363,-0.11697,0.45212,-3.349,0.025888,0.011097,-0.38085,0.18823,-3.6128,23.716,0.25947,0.1572,-0.024653,-0.00022732,-0.0091369,-6.8997
0.021172,-0.0021388,-0.11613,0.45122,-3.3185,0.023899,0.010853,-0.16368,0.40367,-3.3661,23.721,0.25379,0.15744,-0.02417,-0.00025719,-0.0089189,-6.9009
0.019943,-0.0025679,-0.11543,0.45109,-3.2919,0.029512,0.010614,-0.43963,0.12688,-3.6161,23.725,0.24821,0.1577,-0.023717,-0.00029091,-0.008713,-6.9021
0.018656,-0.003006,-0.11484,0.45085,-3.2663,0.03768,0.010379,-0.5869,-0.021216,-3.7384,23.729,0.24274,0.15804,-0.023192,-0.0003287,-0.0085196,-6.9032
0.01732,-0.0034121,-0.11437,0.45069,-3.2421,0.044025,0.01015,-0.44622,0.11884,-3.5739,23.733,0.23739,0.15845,-0.022617,-0.0003705,-0.0083392,-6.9044
0.015955,-0.0037411,-0.11399,0.45058,-3.2197,0.047082,0.0099273,-0.46277,0.1018,-3.5684,23.737,0.23219,0.15891,-0.022015,-0.00041577,-0.0081724,-6.9055
0.014584,-0.0039573,-0.11371,0.45051,-3.1994,0.047025,0.0097104,-0.61832,-0.054102,-3.704,23.742,0.22712,0.15938,-0.021401,-0.00046358,-0.0080192,-6.9066
0.013227,-0.0040406,-0.11353,0.45035,-3.1812,0.044568,0.0094996,0.83204,1.3959,-2.2356,23.746,0.2222,0.15984,-0.020773,-0.00051271,-0.0078796,-6.9078
0.011899,-0.003986,-0.11345,0.45014,-3.1651,0.040533,0.0092953,-0.17548,0.38812,-3.2271,23.75,0.21742,0.16027,-0.020126,-0.00056183,-0.0077534,-6.9089
0.010613,-0.0038014,-0.11349,0.44985,-3.1502,0.035408,0.0090977,0.58083,1.1442,-2.4559,23.754,0.2128,0.16065,-0.019417,-0.0006096,-0.0076402,-6.91
0.009383,-0.0035012,-0.11365,0.4495,-3.137,0.02961,0.0089075,-0.54571,0.017442,-3.5691,23.759,0.20835,0.16097,-0.018655,-0.00065482,-0.0075396,-6.9112
0.0082197,-0.0031035,-0.11392,0.44901,-3.1248,0.023223,0.0087253,-0.10827,0.45466,-3.1191,23.763,0.20408,0.16124,-0.017814,-0.00069644,-0.0074509,-6.9123
0.0071283,-0.0026272,-0.11432,0.44853,-3.114,0.016407,0.0085518,-0.32185,0.241,-3.3215,23.767,0.20001,0.16143,-0.01692,-0.00073361,-0.0073734,-6.9135
0.00611,-0.0020835,-0.11482,0.44813,-3.106,0.010927,0.0083874,-0.18529,0.37766,-3.1764,23.771,0.19615,0.16157,-0.016027,-0.00076564,-0.0073064,-6.9146
0.0051522,-0.00144,-0.11541,0.44828,-3.1003,0.010034,0.0082316,-0.55724,0.0064438,-3.5421,23.776,0.19249,0.16167,-0.015165,-0.00079173,-0.0072492,-6.9158
0.0042207,-0.00068587,-0.11609,0.44749,-3.095,0.0075444,0.0080848,0.70575,1.2693,-2.2732,23.78,0.18904,0.16176,-0.014218,-0.0008108,-0.0072014,-6.9169
0.003322,0.00012657,-0.11687,0.44642,-3.0903,0.00057832,0.007948,0.1947,0.75798,-2.7787,23.784,0.18582,0.16181,-0.01319,-0.00082198,-0.0071628,-6.9181
0.0024725,0.00093547,-0.11776,0.44533,-3.0867,-0.01052,0.0078217,0.10041,0.6635,-2.8685,23.788,0.18285,0.16176,-0.0121,-0.00082503,-0.0071329,-6.9192
0.0016817,0.0016905,-0.11875,0.44436,-3.0848,-0.024437,0.0077067,-0.99428,-0.43117,-3.9603,23.793,0.18014,0.16159,-0.010969,-0.00082026,-0.0071112,-6.9204
0.00094944,0.0023574,-0.11986,0.44247,-3.0857,-0.039557,0.0076029,0.5225,1.0848,-2.4433,23.797,0.17769,0.16127,-0.0098469,-0.00080841,-0.0070971,-6.9216
0.00024331,0.0028926,-0.1211,0.44081,-3.0944,-0.046508,0.0075092,1.0344,1.5963,-1.9389,23.801,0.17548,0.16083,-0.0089337,-0.00079055,-0.0070902,-6.9228
-0.00049165,0.0032158,-0.12247,0.43917,-3.1039,-0.044173,0.0074251,-0.20969,0.35195,-3.1911,23.805,0.17349,0.16037,-0.0079358,-0.00076845,-0.0070905,-6.924
-0.0012714,0.0033035,-0.12395,0.4377,-3.1142,-0.039836,0.0073513,0.45524,1.0169,-2.535,23.81,0.17174,0.15995,-0.006856,-0.0007444,-0.0070983,-6.9253
-0.0020896,0.0031869,-0.12552,0.43647,-3.1257,-0.037231,0.0072886,0.14781,0.7098,-2.8524,23.814,0.17026,0.15957,-0.005734,-0.00072066,-0.0071142,-6.9265
-0.0029355,0.0029209,-0.12717,0.43547,-3.1391,-0.037124,0.0072372,-0.11636,0.44629,-3.1283,23.818,0.16904,0.1592,-0.0046161,-0.00069902,-0.0071384,-6.9278
-0.0038004,0.0025628,-0.12889,0.43446,-3.1548,-0.038846,0.0071967,-0.10521,0.45814,-3.1311,23.822,0.16809,0.15882,-0.0035343,-0.00068071,-0.0071712,-6.9291
-0.0046794,0.0021607,-0.13065,0.43368,-3.1732,-0.041269,0.0071668,0.3031,0.86743,-2.7395,23.826,0.16738,0.15842,-0.0025145,-0.0006664,-0.0072127,-6.9304
-0.0055749,0.001752,-0.13247,0.43284,-3.1945,-0.043273,0.0071467,0.011161,0.57647,-3.0509,23.83,0.1669,0.15799,-0.0015657,-0.00065637,-0.0072631,-6.9317
-0.0064912,0.001361,-0.13433,0.43192,-3.2184,-0.044545,0.0071357,-0.47538,0.090875,-3.5594,23.834,0.16664,0.15755,-0.00068116,-0.00065055,-0.0073225,-6.933
-0.0074304,0.0010015,-0.13624,0.43088,-3.2448,-0.045038,0.0071333,-0.49465,0.072469,-3.6032,23.838,0.16659,0.15711,0.000144,-0.00064872,-0.0073912,-6.9344
-0.0083933,0.00068109,-0.13819,0.42974,-3.2735,-0.045055,0.0071388,-0.98537,-0.41744,-4.1207,23.842,0.16672,0.15665,0.00091672,-0.00065054,-0.0074694,-6.9357
-0.0093758,0.00040414,-0.14019,0.4282,-3.305,-0.044336,0.0071518,-0.33716,0.23123,-3.502,23.846,0.16703,0.15621,0.0016269,-0.00065561,-0.0075574,-6.9371
-0.010378,0.000231,-0.1422,0.42881,-3.3428,-0.032451,0.0071705,0.08414,0.65515,-3.1164,23.851,0.16748,0.15581,0.0020664,-0.00066333,-0.0076552,-6.9385
-0.011447,0.000295,-0.14421,0.42794,-3.3814,-0.013921,0.0071933,0.39122,0.96337,-2.846,23.855,0.16803,0.15558,0.0024692,-0.00067196,-0.0077633,-6.94
-0.012582,0.00060683,-0.14623,0.42617,-3.4195,0.0014536,0.0072203,-0.80896,-0.23656,-4.0823,23.859,0.16868,0.15552,0.0029162,-0.000679,-0.0078824,-6.9414
-0.013738,0.0011081,-0.14828,0.42409,-3.4569,0.011029,0.0072521,-0.60892,-0.036548,-3.9175,23.863,0.16944,0.15559,0.0034352,-0.00068226,-0.008013,-6.9429
-0.014867,0.0017262,-0.15037,0.42193,-3.4938,0.014771,0.0072895,-0.11292,0.45938,-3.4563,23.867,0.17034,0.15572,0.0040259,-0.00068022,-0.008155,-6.9444
-0.01593,0.0023936,-0.15252,0.41978,-3.5304,0.013559,0.0073332,-0.74111,-0.1688,-4.119,23.871,0.17138,0.15587,0.0046867,-0.00067211,-0.0083081,-6.9459
-0.016895,0.0030544,-0.15474,0.41807,-3.5665,0.0081287,0.0073839,-0.17767,0.39514,-3.5894,23.874,0.17258,0.15598,0.005437,-0.00065773,-0.0084712,-6.9474
-0.017734,0.0036751,-0.15701,0.41597,-3.6013,-0.0019532,0.0074428,-0.80958,-0.2366,-4.2539,23.878,0.17398,0.15601,0.0062955,-0.00063738,-0.0086435,-6.949
-0.01843,0.0042359,-0.15934,0.41398,-3.6382,-0.012982,0.0075102,-0.15273,0.42059,-3.6316,23.882,0.17557,0.15594,0.0071427,-0.00061158,-0.0088235,-6.9506
-0.019001,0.004708,-0.16174,0.41193,-3.6769,-0.021795,0.0075859,-0.20566,0.36801,-3.7208,23.886,0.17736,0.15576,0.0079681,-0.00058109,-0.0090097,-6.9522
-0.019465,0.0050624,-0.1642,0.40983,-3.717,-0.027254,0.00767,-0.62334,-0.049305,-4.1761,23.89,0.17934,0.15551,0.0087962,-0.00054696,-0.0092012,-6.9538
-0.019844,0.0052806,-0.16672,0.40775,-3.758,-0.029385,0.0077623,-0.21942,0.35505,-3.8107,23.894,0.18152,0.15523,0.0096367,-0.00051052,-0.009397,-6.9555
-0.020153,0.0053576,-0.16928,0.40571,-3.7993,-0.028751,0.0078632,-0.14522,0.42978,-3.7752,23.897,0.1839,0.15493,0.010505,-0.00047317,-0.0095962,-6.9572
-0.0204,0.0052998,-0.17186,0.40376,-3.84,-0.025996,0.007973,-0.022845,0.55278,-3.691,23.901,0.1865,0.15466,0.011407,-0.00043631,-0.0097982,-6.9589
-0.020587,0.0051217,-0.17445,0.40189,-3.8811,-0.021553,0.0080918,0.4306,1.0069,-3.276,23.905,0.1893,0.15442,0.012313,-0.00040126,-0.010002,-6.9606
-0.02072,0.0048417,-0.17703,0.39947,-3.9222,-0.015832,0.0082196,0.47986,1.0564,-3.2653,23.909,0.19232,0.15423,0.0132,-0.00036912,-0.010208,-6.9624
-0.020805,0.004479,-0.17959,0.39753,-3.9632,-0.0088517,0.0083562,0.048347,0.62547,-3.7353,23.912,0.19555,0.15411,0.014066,-0.00034085,-0.010415,-6.9641
-0.020843,0.00405,-0.18211,0.39588,-4.0038,-0.00098988,0.0085013,0.44658,1.0246,-3.3751,23.916,0.19899,0.15406,0.014906,-0.00031718,-0.010623,-6.9659
-0.020835,0.0035678,-0.18457,0.39427,-4.0433,0.0069308,0.0086547,-0.25296,0.32588,-4.1117,23.919,0.20263,0.15409,0.015738,-0.00029872,-0.010831,-6.9678
-0.020773,0.0030225,-0.18698,0.39239,-4.0816,0.013029,0.0088165,-0.6773,-0.097929,-4.5719,23.923,0.20646,0.15419,0.016568,-0.00028602,-0.011039,-6.9696
-0.020649,0.0024158,-0.18932,0.39108,-4.1203,0.021129,0.0089861,-0.73258,-0.15219,-4.6636,23.926,0.21049,0.15436,0.017298,-0.00027976,-0.011245,-6.9715
-0.020478,0.0017893,-0.19155,0.38997,-4.1593,0.032836,0.0091624,-1.0587,-0.47718,-5.0264,23.93,0.21468,0.15462,0.017911,-0.00028035,-0.01145,-6.9734
-0.02028,0.0011875,-0.19366,0.38916,-4.1981,0.047659,0.0093442,-0.052338,0.53048,-4.0568,23.933,0.219,0.15502,0.018407,-0.00028775,-0.011654,-6.9754
-0.020069,0.00064318,-0.19564,0.38833,-4.2363,0.06447,0.0095304,0.1753,0.75927,-3.8654,23.937,0.22343,0.15558,0.018795,-0.00030154,-0.011855,-6.9773
-0.019852,0.00017561,-0.19748,0.38751,-4.2734,0.082106,0.0097199,-0.79069,-0.2057,-4.8667,23.94,0.22795,0.15632,0.019086,-0.00032101,-0.012054,-6.9793
-0.019612,-0.00020077,-0.19916,0.38809,-4.3034,0.095444,0.009913,-0.088824,0.49842,-4.1931,23.944,0.23256,0.15721,0.019528,-0.00034534,-0.01225,-6.9812
-0.019297,-0.00042951,-0.20065,0.38793,-4.3315,0.098321,0.01011,0.46097,1.0495,-3.6698,23.947,0.23726,0.15819,0.019861,-0.00037332,-0.012444,-6.9832
-0.018889,-0.00047257,-0.20198,0.38791,-4.3594,0.095954,0.01031,-0.36318,0.2267,-4.5207,23.951,0.24203,0.15916,0.020038,-0.00040324,-0.012635,-6.9853
-0.018405,-0.00033674,-0.20314,0.38773,-4.388,0.092609,0.01051,-0.49156,0.099317,-4.6764,23.954,0.24683,0.1601,0.02003,-0.0004332,-0.01282,-6.9873
-0.017868,-5.43E-05,-0.20417,0.38736,-4.4164,0.089887,0.01071,0.20242,0.79394,-4.0098,23.957,0.2516,0.16101,0.019891,-0.00046156,-0.013001,-6.9893
-0.017298,0.00033256,-0.20508,0.38676,-4.4442,0.088042,0.010908,0.59919,1.191,-3.6399,23.961,0.25634,0.1619,0.019662,-0.00048702,-0.013176,-6.9914
-0.016709,0.00078558,-0.20588,0.38615,-4.4708,0.086669,0.011103,0.17676,0.76879,-4.0882,23.964,0.26102,0.16278,0.019375,-0.00050872,-0.013345,-6.9934
-0.016114,0.0012749,-0.20659,0.38552,-4.4962,0.085036,0.011295,-1.112,-0.51988,-5.4016,23.967,0.26562,0.16363,0.019049,-0.00052613,-0.013508,-6.9955
-0.015521,0.0017787,-0.20721,0.38491,-4.5203,0.082877,0.011484,-0.57475,0.017377,-4.8879,23.971,0.27015,0.16447,0.018686,-0.00053898,-0.013665,-6.9976
-0.014939,0.0022852,-0.20776,0.38437,-4.5435,0.080276,0.011668,-0.28028,0.31186,-4.616,23.974,0.27458,0.16529,0.018286,-0.00054717,-0.013816,-6.9996
-0.014372,0.0027889,-0.20823,0.38385,-4.5656,0.077416,0.011849,-0.06189,0.5302,-4.4193,23.977,0.27893,0.16608,0.017862,-0.00055069,-0.013961,-7.0017
-0.013824,0.0032886,-0.20865,0.3835,-4.5867,0.074357,0.012025,0.15783,0.74997,-4.2202,23.98,0.28317,0.16684,0.017417,-0.00054955,-0.014101,-7.0038
-0.013293,0.0037577,-0.20903,0.38186,-4.6021,0.064842,0.012198,-0.48873,0.10216,-4.8818,23.984,0.28732,0.16754,0.017184,-0.00054384,-0.014236,-7.0059
-0.01273,0.0040801,-0.20943,0.38025,-4.6162,0.04621,0.012369,-0.15506,0.43461,-4.5618,23.987,0.29144,0.1681,0.017039,-0.00053441,-0.014365,-7.008
-0.012123,0.0042029,-0.20984,0.37966,-4.6314,0.027521,0.012538,-0.28749,0.302,-4.709,23.99,0.29552,0.16847,0.016848,-0.00052308,-0.014488,-7.0101
-0.011497,0.0041472,-0.21025,0.37951,-4.6476,0.012031,0.012706,0.41598,1.0057,-4.0214,23.993,0.29954,0.16866,0.016607,-0.00051175,-0.014605,-7.0122
-0.010882,0.0039568,-0.21066,0.37959,-4.665,0.00077838,0.01287,0.0057115,0.59597,-4.4486,23.996,0.3035,0.16872,0.01631,-0.000502,-0.014716,-7.0143
-0.010311,0.0036815,-0.21106,0.37973,-4.6836,-0.0063802,0.013031,-0.19651,0.39427,-4.669,23.999,0.30739,0.16869,0.015938,-0.0004949,-0.01482,-7.0164
-0.0098084,0.0033669,-0.21142,0.37981,-4.7031,-0.0098848,0.013189,-0.68607,-0.094847,-5.1778,24.003,0.31118,0.16861,0.015493,-0.00049106,-0.01492,-7.0185
-0.0093883,0.003051,-0.21174,0.37989,-4.7229,-0.010512,0.013341,0.25725,0.84888,-4.2539,24.006,0.31486,0.1685,0.014998,-0.00049065,-0.015015,-7.0206
-0.0090545,0.0027641,-0.21202,0.37991,-4.7425,-0.0093111,0.013488,0.3349,0.92683,-4.1956,24.009,0.31842,0.1684,0.014465,-0.00049352,-0.015106,-7.0227
-0.0088017,0.0025297,-0.21225,0.37983,-4.7616,-0.007078,0.01363,-0.85384,-0.26177,-5.4032,24.012,0.32185,0.16832,0.013904,-0.00049925,-0.015194,-7.0249
-0.0086178,0.002362,-0.21243,0.37972,-4.7802,-0.004362,0.013766,-0.71693,-0.12478,-5.2847,24.015,0.32515,0.16826,0.013319,-0.00050721,-0.01528,-7.027
-0.008489,0.0022678,-0.21255,0.37954,-4.798,-0.0014332,0.013896,0.18139,0.77348,-4.4041,24.018,0.32831,0.16824,0.012721,-0.00051668,-0.015364,-7.0291
-0.0083996,0.0022466,-0.21264,0.37928,-4.8149,0.0013957,0.01402,-0.75895,-0.16703,-5.3612,24.021,0.33133,0.16824,0.012122,-0.00052692,-0.015448,-7.0312
-0.008333,0.0022918,-0.21269,0.37896,-4.8308,0.003924,0.014138,-0.3975,0.19415,-5.0156,24.024,0.33421,0.16826,0.011529,-0.00053723,-0.01553,-7.0334
-0.0082736,0.0023931,-0.21271,0.3786,-4.8456,0.0060186,0.01425,-0.51051,0.0808,-5.1434,24.027,0.33695,0.16831,0.010952,-0.00054696,-0.015612,-7.0355
-0.0082076,0.0025383,-0.2127,0.37822,-4.8594,0.0076034,0.014357,0.073029,0.66395,-4.5737,24.03,0.33955,0.16838,0.010396,-0.00055564,-0.015693,-7.0376
-0.0081234,0.0027146,-0.21267,0.37783,-4.8722,0.008664,0.014458,-0.42519,0.1653,-5.0847,24.034,0.34203,0.16846,0.0098665,-0.00056286,-0.015774,-7.0397
-0.0080123,0.00291,-0.21263,0.37748,-4.884,0.0092456,0.014554,0.26668,0.85679,-4.4047,24.037,0.34438,0.16855,0.0093617,-0.00056838,-0.015853,-7.0419
-0.0078681,0.0031139,-0.21258,0.37714,-4.8948,0.0095457,0.014645,0.57386,1.1636,-4.1084,24.04,0.34661,0.16865,0.0088885,-0.00057205,-0.015932,-7.044
-0.0076868,0.0033186,-0.21251,0.37684,-4.9045,0.0094134,0.014732,-0.39118,0.19818,-5.0832,24.043,0.34874,0.16874,0.0084546,-0.00057383,-0.016008,-7.0461
-0.0074662,0.0035139,-0.21245,0.37647,-4.9132,0.0086528,0.014814,-0.12574,0.46317,-4.8265,24.046,0.35076,0.16883,0.0080582,-0.00057375,-0.016083,-7.0482
-0.0072041,0.0036894,-0.21238,0.37614,-4.921,0.0073036,0.014893,-0.035831,0.55268,-4.7445,24.049,0.35269,0.16891,0.0076957,-0.00057196,-0.016155,-7.0504
-0.0069003,0.0038379,-0.2123,0.37587,-4.928,0.0056143,0.014968,-0.48197,0.10621,-5.1977,24.052,0.35454,0.16898,0.0073633,-0.00056868,-0.016224,-7.0525
-0.0065575,0.0039552,-0.21223,0.37568,-4.9343,0.003828,0.01504,0.70589,1.2938,-4.0162,24.055,0.35631,0.16902,0.0070569,-0.0005642,-0.01629,-7.0546
-0.0061899,0.0040392,-0.21216,0.37448,-4.9432,0.0035035,0.015109,-1.1352,-0.54858,-5.8663,24.058,0.358,0.16906,0.0066362,-0.00055883,-0.016353,-7.0567
-0.0058473,0.0040587,-0.2121,0.37413,-4.953,0.010022,0.015173,-0.059259,0.52697,-4.8002,24.061,0.35958,0.16912,0.0062054,-0.00055302,-0.016412,-7.0589
-0.0055324,0.0039843,-0.21206,0.37374,-4.9595,0.018282,0.015233,0.044009,0.62982,-4.7035,24.064,0.36107,0.16926,0.0059122,-0.0005476,-0.016468,-7.061
-0.005223,0.0038298,-0.21201,0.37362,-4.9635,0.024027,0.015291,-0.80739,-0.22176,-5.5589,24.067,0.36251,0.16948,0.0057185,-0.00054345,-0.01652,-7.0631
-0.004897,0.0036298,-0.21194,0.37371,-4.9657,0.02587,0.015348,0.1138,0.69946,-4.64,24.07,0.3639,0.16973,0.0055769,-0.00054121,-0.01657,-7.0652
-0.0045405,0.0034205,-0.21184,0.37406,-4.967,0.024268,0.015403,0.027157,0.61306,-4.728,24.073,0.36527,0.16998,0.0054439,-0.00054113,-0.016616,-7.0673
-0.004148,0.0032299,-0.2117,0.37456,-4.9678,0.020395,0.015456,0.589,1.1753,-4.1671,24.076,0.3666,0.17021,0.0052943,-0.00054314,-0.016658,-7.0695
-0.003722,0.0030779,-0.21152,0.3751,-4.9683,0.015314,0.015508,-0.38873,0.1979,-5.1456,24.078,0.36789,0.17039,0.0051171,-0.00054693,-0.016696,-7.0716
-0.0032696,0.0029745,-0.21131,0.3756,-4.9686,0.009818,0.015558,-0.041936,0.54497,-4.7992,24.081,0.36914,0.17051,0.0049127,-0.00055205,-0.01673,-7.0737
-0.002798,0.0029229,-0.21105,0.37613,-4.9685,0.0043363,0.015606,-0.26824,0.31894,-5.0257,24.084,0.37033,0.17058,0.0046827,-0.00055797,-0.016759,-7.0758
-0.0023138,0.0029222,-0.21076,0.37667,-4.9677,-0.0011582,0.015652,-0.12438,0.46305,-4.8814,24.087,0.37147,0.1706,0.0044449,-0.00056417,-0.016784,-7.0779
-0.0018214,0.0029681,-0.21043,0.37719,-4.9666,-0.0067005,0.015695,0.32475,0.91237,-4.4314,24.09,0.37255,0.17056,0.0041899,-0.00057012,-0.016803,-7.08
-0.0013341,0.0030659,-0.21006,0.37822,-4.9681,-0.0091081,0.015735,0.081407,0.66969,-4.6766,24.093,0.37356,0.17047,0.0037766,-0.00057536,-0.016818,-7.0821
-0.00089939,0.0032865,-0.20961,0.37957,-4.9702,-0.0045953,0.01577,-0.41835,0.17084,-5.179,24.096,0.37445,0.1704,0.0032447,-0.00057904,-0.016828,-7.0842
-0.00052194,0.0036564,-0.2091,0.37981,-4.9692,-0.0018965,0.0158,-0.096581,0.49233,-4.8567,24.099,0.37523,0.17037,0.0027944,-0.00057968,-0.016834,-7.0863
-0.00016946,0.0041293,-0.20855,0.37969,-4.9652,-0.0038574,0.015826,-0.04282,0.54542,-4.7995,24.102,0.37591,0.17035,0.0024423,-0.00057597,-0.016836,-7.0884
0.00019236,0.0046455,-0.20799,0.37954,-4.9589,-0.010322,0.015849,-0.1902,0.39733,-4.9411,24.105,0.37652,0.17028,0.0021816,-0.00056717,-0.016834,-7.0905
0.0005873,0.0051536,-0.20743,0.37957,-4.951,-0.020123,0.01587,0.10539,0.6924,-4.6381,24.108,0.37707,0.17013,0.0019935,-0.00055312,-0.016829,-7.0926
0.0010268,0.005615,-0.2069,0.37958,-4.9421,-0.032224,0.015889,-0.52364,0.062834,-5.2589,24.111,0.37758,0.16987,0.0018625,-0.00053409,-0.01682,-7.0946
0.0014989,0.0059996,-0.20639,0.37964,-4.9346,-0.043933,0.015907,-0.5862,-0.00017471,-5.3144,24.114,0.37806,0.16949,0.0017042,-0.00051069,-0.016807,-7.0967
0.00198,0.0062802,-0.20591,0.37969,-4.9277,-0.052987,0.015923,-0.63177,-0.046161,-5.3535,24.117,0.3785,0.169,0.0015474,-0.00048383,-0.016788,-7.0988
0.0024508,0.0064366,-0.20548,0.37979,-4.9212,-0.058916,0.015938,-0.41107,0.1742,-5.1268,24.12,0.3789,0.16844,0.0014044,-0.00045465,-0.016765,-7.1008
0.0028962,0.0064607,-0.20507,0.37996,-4.9148,-0.062,0.015951,-0.49599,0.089038,-5.2057,24.124,0.37927,0.16783,0.0012859,-0.00042444,-0.016737,-7.1029
0.0033038,0.006356,-0.20468,0.38024,-4.9083,-0.062533,0.015963,-0.48739,0.097534,-5.191,24.127,0.37961,0.16721,0.0011827,-0.00039452,-0.016706,-7.1049
0.0036646,0.0061359,-0.2043,0.38056,-4.9018,-0.060973,0.015975,-0.043356,0.5415,-4.7409,24.13,0.37994,0.16659,0.0010847,-0.0003661,-0.01667,-7.107
0.0039739,0.0058178,-0.20391,0.3809,-4.8952,-0.057741,0.015985,0.062078,0.64689,-4.6293,24.133,0.38024,0.166,0.00098241,-0.00034025,-0.016631,-7.109
0.004229,0.0054207,-0.20351,0.38129,-4.8889,-0.053137,0.015994,-0.05365,0.53115,-4.739,24.136,0.38051,0.16544,0.00085662,-0.00031784,-0.016589,-7.111
0.0044283,0.0049624,-0.20309,0.38164,-4.8826,-0.047253,0.016002,-0.054204,0.53052,-4.7337,24.139,0.38076,0.16494,0.00070504,-0.00029957,-0.016545,-7.1131
0.0045717,0.0044574,-0.20264,0.38201,-4.8762,-0.040389,0.016008,0.37793,0.96258,-4.2957,24.142,0.38096,0.1645,0.00053076,-0.00028596,-0.0165,-7.1151
0.0046629,0.0039179,-0.20217,0.38234,-4.8699,-0.032875,0.016013,-0.37792,0.20658,-5.0456,24.145,0.38113,0.16413,0.00032981,-0.00027741,-0.016453,-7.1171
0.0047064,0.0033535,-0.20166,0.38262,-4.8637,-0.024769,0.016015,-0.61094,-0.026656,-5.273,24.148,0.38124,0.16384,9.15E-05,-0.00027421,-0.016405,-7.1192
0.0046984,0.0027828,-0.20112,0.38323,-4.8591,-0.014178,0.016014,0.030965,0.61532,-4.627,24.151,0.38129,0.16365,-0.00024982,-0.00027654,-0.016358,-7.1212
0.0046287,0.0022423,-0.20053,0.3837,-4.8551,-0.0008717,0.016009,-0.46678,0.11745,-5.1214,24.154,0.38124,0.16357,-0.00067199,-0.00028426,-0.01631,-7.1232
0.0044932,0.0017619,-0.19989,0.38407,-4.8515,0.014067,0.016,-0.14098,0.44298,-4.7926,24.157,0.38109,0.16363,-0.001155,-0.00029691,-0.016264,-7.1252
0.0042932,0.0013588,-0.1992,0.38429,-4.8479,0.029627,0.015986,-0.64023,-0.056744,-5.2889,24.16,0.38082,0.16385,-0.0016884,-0.00031378,-0.01622,-7.1272
